Instrument,Date,Open,Close,High,Low,Pre_Close,Change,Pct_Chg,Volume,AMount,Turnover_rate,Turnover_rate_f,Volume_ratio,Pe,Pe_ttm,Pb,Ps,Ps_ttm,Dv_ratio,Dv_ttm,Total_share,Float_share,Free_share,Total_mv,Circ_mv,Adj_factor,Ind_class
002750.SZ,2024-01-02,9.99,10.03,10.08,9.92,10.0,0.03,0.3,44593.0,44633.7,1.1184,2.5456,0.91,,,7.2198,32.6678,44.027,0.0,,40050.0,39873.6,17517.8,401702.0,399932.0,6.155,中成药
002750.SZ,2024-01-03,10.1,11.03,11.03,9.99,10.03,1.0,9.9701,462047.0,505635.0,11.5878,26.3758,9.19,,,7.9396,35.9248,48.4165,0.0,,40050.0,39873.6,17517.8,441752.0,439806.0,6.155,中成药
002750.SZ,2024-01-04,10.75,10.83,11.35,10.62,11.03,-0.2,-1.8132,409070.0,446998.0,10.2592,23.3516,3.11,,,7.7957,35.2734,47.5386,0.0,,40050.0,39873.6,17517.8,433742.0,431831.0,6.155,中成药
002750.SZ,2024-01-05,10.72,11.05,11.23,10.66,10.83,0.22,2.0314,328157.0,358824.0,8.2299,18.7327,1.6,,,7.954,35.99,48.5043,0.0,,40050.0,39873.6,17517.8,442552.0,440604.0,6.155,中成药
002750.SZ,2024-01-08,10.87,10.54,11.01,10.5,11.05,-0.51,-4.6154,210311.0,225841.0,5.2744,12.0055,0.81,,,7.5869,34.3289,46.2656,0.0,,40050.0,39873.6,17517.8,422127.0,420268.0,6.155,中成药
002750.SZ,2024-01-09,10.59,10.4,10.65,10.25,10.54,-0.14,-1.3283,150459.0,156613.0,3.7734,8.5889,0.52,,,7.4861,33.8729,45.6511,0.0,,40050.0,39873.6,17517.8,416520.0,414686.0,6.155,中成药
002750.SZ,2024-01-10,10.3,10.15,10.31,9.81,10.4,-0.25,-2.4038,146180.0,147367.0,3.6661,8.3447,0.47,,,7.3062,33.0587,44.5537,0.0,,40050.0,39873.6,17517.8,406508.0,404717.0,6.155,中成药
002750.SZ,2024-01-11,10.2,10.45,10.79,10.16,10.15,0.3,2.9557,146272.0,151549.0,3.6684,8.3499,0.59,,,7.5221,34.0358,45.8706,0.0,,40050.0,39873.6,17517.8,418522.0,416679.0,6.155,中成药
002750.SZ,2024-01-12,10.26,10.85,11.5,10.2,10.45,0.4,3.8278,318878.0,346653.0,7.9972,18.203,1.62,,,7.8101,35.3386,47.6264,0.0,,40050.0,39873.6,17517.8,434542.0,432629.0,6.155,中成药
002750.SZ,2024-01-15,10.61,10.82,11.06,10.61,10.85,-0.03,-0.2765,209068.0,227061.0,5.2433,11.9346,1.08,,,7.7885,35.2409,47.4947,0.0,,40050.0,39873.6,17517.8,433341.0,431433.0,6.155,中成药
002750.SZ,2024-01-16,10.71,10.57,10.87,10.44,10.82,-0.25,-2.3105,148588.0,157761.0,3.7265,8.4821,0.77,,,7.6085,34.4266,46.3973,0.0,,40050.0,39873.6,17517.8,423328.0,421464.0,6.155,中成药
002750.SZ,2024-01-17,10.56,10.65,11.08,10.48,10.57,0.08,0.7569,186804.0,201875.0,4.6849,10.6636,0.96,,,7.6661,34.6872,46.7485,0.0,,40050.0,39873.6,17517.8,426532.0,424654.0,6.155,中成药
002750.SZ,2024-01-18,10.41,10.27,10.64,9.9,10.65,-0.38,-3.5681,185192.0,189792.0,4.6445,10.5716,0.92,,,7.3926,33.4495,45.0805,0.0,,40050.0,39873.6,17517.8,411314.0,409502.0,6.155,中成药
002750.SZ,2024-01-19,10.25,9.73,10.26,9.73,10.27,-0.54,-5.258,131392.0,130796.0,3.2952,7.5005,0.63,,,7.0039,31.6907,42.7101,0.0,,40050.0,39873.6,17517.8,389686.0,387970.0,6.155,中成药
002750.SZ,2024-01-22,9.66,8.93,9.68,8.8,9.73,-0.8,-8.222,139898.0,129309.0,3.5085,7.986,0.81,,,6.428,29.0851,39.1985,0.0,,40050.0,39873.6,17517.8,357646.0,356071.0,6.155,中成药
002750.SZ,2024-01-23,8.94,8.95,8.99,8.63,8.93,0.02,0.224,82262.6,72703.0,2.0631,4.6959,0.52,,,6.4424,29.1502,39.2863,0.0,,40050.0,39873.6,17517.8,358448.0,356869.0,6.155,中成药
002750.SZ,2024-01-24,8.95,9.02,9.14,8.66,8.95,0.07,0.7821,80700.8,71973.2,2.0239,4.6068,0.56,,,6.4928,29.3782,39.5935,0.0,,40050.0,39873.6,17517.8,361251.0,359660.0,6.155,中成药
002750.SZ,2024-01-25,9.13,9.4,9.46,9.0,9.02,0.38,4.2129,120829.0,111716.0,3.0303,6.8975,0.98,,,6.7663,30.6159,41.2616,0.0,,40050.0,39873.6,17517.8,376470.0,374812.0,6.155,中成药
002750.SZ,2024-01-26,9.32,9.21,9.5,9.16,9.4,-0.19,-2.0213,95027.7,88699.2,2.3832,5.4246,0.86,,,6.6296,29.9971,40.4276,0.0,,40050.0,39873.6,17517.8,368860.0,367236.0,6.155,中成药
002750.SZ,2024-01-29,9.22,8.87,9.3,8.86,9.21,-0.34,-3.6916,67861.3,61182.5,1.7019,3.8738,0.65,,,6.3848,28.8897,38.9351,0.0,,40050.0,39873.6,17517.8,355244.0,353679.0,6.155,中成药
002750.SZ,2024-01-30,7.98,7.98,7.98,7.98,8.87,-0.89,-10.0338,32525.0,25954.9,0.8157,1.8567,0.36,,,5.7442,25.9909,35.0284,0.0,,40050.0,39873.6,17517.8,319599.0,318192.0,6.155,中成药
002750.SZ,2024-01-31,7.18,7.18,7.18,7.18,7.98,-0.8,-10.0251,11397.0,8183.05,0.2858,0.6506,0.14,,,5.1683,23.3853,31.5168,0.0,,40050.0,39873.6,17517.8,287559.0,286293.0,6.155,中成药
002750.SZ,2024-02-01,6.46,6.46,6.46,6.46,7.18,-0.72,-10.0279,17128.0,11064.7,0.4296,0.9777,0.26,,,4.65,21.0403,28.3564,0.0,,40050.0,39873.6,17517.8,258723.0,257584.0,6.155,中成药
002750.SZ,2024-02-02,5.81,5.81,5.81,5.81,6.46,-0.65,-10.0619,12014.0,6980.13,0.3013,0.6858,0.27,,,4.1822,18.9232,25.5032,0.0,,40050.0,39873.6,17517.8,232690.0,231666.0,6.155,中成药
002750.SZ,2024-02-05,5.23,5.23,5.23,5.23,5.81,-0.58,-9.9828,6801.0,3556.92,0.1706,0.3882,0.24,,,3.7647,17.0342,22.9572,0.0,,40050.0,39873.6,17517.8,209462.0,208539.0,6.155,中成药
002750.SZ,2024-02-06,4.71,5.75,5.75,4.71,5.23,0.52,9.9426,359065.0,182821.0,9.0051,20.4971,22.48,,,4.139,18.7278,25.2398,0.0,,40050.0,39873.6,17517.8,230288.0,229273.0,6.155,中成药
002750.SZ,2024-02-07,5.47,5.18,5.62,5.18,5.75,-0.57,-9.913,273529.0,146698.0,6.8599,15.6143,3.37,,,3.7287,16.8713,22.7378,0.0,,40050.0,39873.6,17517.8,207459.0,206545.0,6.155,中成药
002750.SZ,2024-02-08,4.66,5.22,5.3,4.66,5.18,0.04,0.7722,259320.0,130496.0,6.5035,14.8032,1.94,,,3.7575,17.0016,22.9133,0.0,,40050.0,39873.6,17517.8,209061.0,208140.0,6.155,中成药
002750.SZ,2024-02-19,5.08,5.74,5.74,5.04,5.22,0.52,9.9617,247466.0,132964.0,6.2063,14.1265,1.36,,,4.1318,18.6952,25.1959,0.0,,40050.0,39873.6,17517.8,229887.0,228875.0,6.155,中成药
002750.SZ,2024-02-20,5.69,6.31,6.31,5.58,5.74,0.57,9.9303,209454.0,129106.0,5.2529,11.9566,0.91,,,4.5421,20.5517,27.6979,0.0,,40050.0,39873.6,17517.8,252716.0,251603.0,6.155,中成药
002750.SZ,2024-02-21,6.38,6.21,6.92,6.11,6.31,-0.1,-1.5848,397202.0,255048.0,9.9615,22.6742,1.47,,,4.4701,20.226,27.259,0.0,,40050.0,39873.6,17517.8,248710.0,247615.0,6.155,中成药
002750.SZ,2024-02-22,6.18,6.83,6.83,6.04,6.21,0.62,9.9839,329290.0,212250.0,8.2583,18.7974,1.19,,,4.9164,22.2454,29.9805,0.0,,40050.0,39873.6,17517.8,273542.0,272337.0,6.155,中成药
002750.SZ,2024-02-23,6.88,7.13,7.35,6.83,6.83,0.3,4.3924,355500.0,252079.0,8.9157,20.2936,1.23,,,5.1323,23.2225,31.2973,0.0,,40050.0,39873.6,17517.8,285556.0,284299.0,6.155,中成药
002750.SZ,2024-02-26,6.97,7.23,7.56,6.97,7.13,0.1,1.4025,268676.0,195035.0,6.7382,15.3373,0.87,,,5.2043,23.5482,31.7363,0.0,,40050.0,39873.6,17517.8,289562.0,288286.0,6.155,中成药
002750.SZ,2024-02-27,7.14,7.31,7.5,7.05,7.23,0.08,1.1065,256787.0,185402.0,6.44,14.6586,0.82,,,5.2619,23.8087,32.0875,0.0,,40050.0,39873.6,17517.8,292766.0,291476.0,6.155,中成药
002750.SZ,2024-02-28,7.3,7.04,7.9,6.61,7.31,-0.27,-3.6936,346916.0,258871.0,8.7004,19.8036,1.08,,,5.0675,22.9294,30.9023,0.0,,40050.0,39873.6,17517.8,281952.0,280710.0,6.155,中成药
002750.SZ,2024-02-29,6.6,7.12,7.2,6.6,7.04,0.08,1.1364,253553.0,177937.0,6.3589,14.474,0.81,,,5.1251,23.1899,31.2534,0.0,,40050.0,39873.6,17517.8,285156.0,283900.0,6.155,中成药
002750.SZ,2024-03-01,6.71,6.76,7.1,6.71,7.12,-0.36,-5.0562,282276.0,192182.0,7.0793,16.1136,0.95,,,4.866,22.0174,29.6732,0.0,,40050.0,39873.6,17517.8,270738.0,269546.0,6.155,中成药
002750.SZ,2024-03-04,6.7,6.9,7.1,6.51,6.76,0.14,2.071,229974.0,158105.0,5.7676,13.128,0.82,,,4.9668,22.4734,30.2877,0.0,,40050.0,39873.6,17517.8,276345.0,275128.0,6.155,中成药
002750.SZ,2024-03-05,6.82,6.57,6.88,6.5,6.9,-0.33,-4.7826,191833.0,127172.0,4.811,10.9507,0.7,,,4.7292,21.3986,28.8392,0.0,,40050.0,39873.6,17517.8,263128.0,261970.0,6.155,中成药
002750.SZ,2024-03-06,6.62,6.45,6.69,6.35,6.57,-0.12,-1.8265,131093.0,84662.9,3.2877,7.4834,0.5,,,4.6428,21.0077,28.3125,0.0,,40050.0,39873.6,17517.8,258322.0,257185.0,6.155,中成药
002750.SZ,2024-03-07,6.5,6.65,6.9,6.45,6.45,0.2,3.1008,201017.0,133431.0,5.0414,11.475,0.92,,,4.7868,21.6591,29.1904,0.0,,40050.0,39873.6,17517.8,266332.0,265160.0,6.155,中成药
002750.SZ,2024-03-08,6.56,6.67,6.9,6.53,6.65,0.02,0.3008,147026.0,98399.4,3.6873,8.3929,0.71,,,4.8012,21.7243,29.2782,0.0,,40050.0,39873.6,17517.8,267134.0,265957.0,6.155,中成药
002750.SZ,2024-03-11,6.6,6.68,6.7,6.54,6.67,0.01,0.1499,111221.0,73700.9,2.7893,6.349,0.62,,,4.8084,21.7568,29.322,0.0,,40050.0,39873.6,17517.8,267534.0,266356.0,6.155,中成药
002750.SZ,2024-03-12,6.81,7.35,7.35,6.81,6.68,0.67,10.0299,166384.0,120707.0,4.1728,9.498,1.06,,,5.2907,23.939,32.263,0.0,,40050.0,39873.6,17517.8,294368.0,293071.0,6.155,中成药
002750.SZ,2024-03-13,7.35,7.65,8.01,7.21,7.35,0.3,4.0816,481444.0,368211.0,12.0743,27.4831,3.18,,,5.5066,24.9161,33.5799,0.0,,40050.0,39873.6,17517.8,306382.0,305033.0,6.155,中成药
002750.SZ,2024-03-14,7.65,7.38,7.99,7.36,7.65,-0.27,-3.5294,308772.0,236620.0,7.7438,17.6261,1.39,,,5.3123,24.0367,32.3947,0.0,,40050.0,39873.6,17517.8,295569.0,294267.0,6.155,中成药
002750.SZ,2024-03-15,7.32,7.58,7.86,7.17,7.38,0.2,2.71,239572.0,181726.0,6.0083,13.6759,0.99,,,5.4562,24.6881,33.2726,0.0,,40050.0,39873.6,17517.8,303579.0,302242.0,6.155,中成药
002750.SZ,2024-03-18,7.46,7.96,8.1,7.46,7.58,0.38,5.0132,350005.0,273456.0,8.7778,19.9799,1.34,,,5.7298,25.9258,34.9406,0.0,,40050.0,39873.6,17517.8,318798.0,317394.0,6.155,中成药
002750.SZ,2024-03-19,7.94,8.48,8.7,7.82,7.96,0.52,6.5327,412976.0,337762.0,10.3571,23.5746,1.34,,,6.1041,27.6195,37.2232,0.0,,40050.0,39873.6,17517.8,339624.0,338128.0,6.155,中成药
002750.SZ,2024-03-20,8.26,8.81,9.05,8.25,8.48,0.33,3.8915,362593.0,314514.0,9.0935,20.6985,1.01,,,6.3416,28.6943,38.6717,0.0,,40050.0,39873.6,17517.8,352840.0,351287.0,6.155,中成药
002750.SZ,2024-03-21,8.7,8.61,9.03,8.6,8.81,-0.2,-2.2701,261722.0,229206.0,6.5638,14.9403,0.78,,,6.1977,28.0429,37.7938,0.0,,40050.0,39873.6,17517.8,344830.0,343312.0,6.155,中成药
002750.SZ,2024-03-22,8.5,8.05,8.5,8.01,8.61,-0.56,-6.5041,245186.0,199781.0,6.1491,13.9963,0.75,,,5.7946,26.2189,35.3357,0.0,,40050.0,39873.6,17517.8,322402.0,320983.0,6.155,中成药
002750.SZ,2024-03-25,8.16,7.61,8.18,7.58,8.05,-0.44,-5.4658,191476.0,150287.0,4.8021,10.9303,0.59,,,5.4778,24.7859,33.4043,0.0,,40050.0,39873.6,17517.8,304780.0,303438.0,6.155,中成药
002750.SZ,2024-03-26,7.5,7.49,7.75,7.36,7.61,-0.12,-1.5769,133840.0,100641.0,3.3566,7.6402,0.45,,,5.3915,24.395,32.8776,0.0,,40050.0,39873.6,17517.8,299974.0,298653.0,6.155,中成药
002750.SZ,2024-03-27,7.55,7.8,7.95,7.53,7.49,0.31,4.1389,213083.0,165403.0,5.344,12.1638,0.89,,,5.6146,25.4047,34.2383,0.0,,40050.0,39873.6,17517.8,312390.0,311014.0,6.155,中成药
002750.SZ,2024-03-28,7.35,7.69,7.83,7.33,7.8,-0.11,-1.4103,159812.0,121882.0,4.008,9.1228,0.76,,,5.5354,25.0464,33.7555,0.0,,40050.0,39873.6,17517.8,307984.0,306628.0,6.155,中成药
002750.SZ,2024-03-29,7.6,7.48,7.65,7.4,7.69,-0.21,-2.7308,105617.0,79160.6,2.6488,6.0291,0.56,,,5.3843,24.3624,32.8337,0.0,,40050.0,39873.6,17517.8,299574.0,298255.0,6.155,中成药
002750.SZ,2024-04-01,7.47,7.64,7.68,7.45,7.48,0.16,2.139,104512.0,79122.2,2.6211,5.966,0.65,,,5.4994,24.8836,33.536,0.0,,40050.0,39873.6,17517.8,305982.0,304634.0,6.155,中成药
002750.SZ,2024-04-02,7.7,7.52,7.77,7.45,7.64,-0.12,-1.5707,88565.0,66859.5,2.2211,5.0557,0.62,,,5.4131,24.4927,33.0093,0.0,,40050.0,39873.6,17517.8,301176.0,299850.0,6.155,中成药
002750.SZ,2024-04-03,7.45,7.22,7.5,7.12,7.52,-0.3,-3.9894,116388.0,84477.6,2.9189,6.644,0.87,,,5.1971,23.5156,31.6924,0.0,,40050.0,39873.6,17517.8,289161.0,287888.0,6.155,中成药
002750.SZ,2024-04-08,7.15,6.89,7.21,6.78,7.22,-0.33,-4.5706,115479.0,80091.1,2.8961,6.5921,1.0,,,4.9596,22.4408,30.2438,0.0,,40050.0,39873.6,17517.8,275944.0,274729.0,6.155,中成药
002750.SZ,2024-04-09,6.87,7.26,7.3,6.87,6.89,0.37,5.3701,104315.0,74500.7,2.6161,5.9548,0.98,,,5.2259,23.6459,31.868,0.0,,40050.0,39873.6,17517.8,290763.0,289482.0,6.155,中成药
002750.SZ,2024-04-10,7.25,7.57,7.88,7.09,7.26,0.31,4.27,192216.0,144456.0,4.8206,10.9726,1.82,,,5.449,24.6556,33.2287,0.0,,40050.0,39873.6,17517.8,303178.0,301843.0,6.155,中成药
002750.SZ,2024-04-11,7.33,7.09,7.34,7.06,7.57,-0.48,-6.3408,148535.0,106445.0,3.7251,8.4791,1.2,,,5.1035,23.0922,31.1218,0.0,,40050.0,39873.6,17517.8,283954.0,282704.0,6.155,中成药
002750.SZ,2024-04-12,7.05,6.77,7.05,6.75,7.09,-0.32,-4.5134,113614.0,77615.9,2.8493,6.4856,0.84,,,4.8732,22.05,29.7171,0.0,,40050.0,39873.6,17517.8,271138.0,269944.0,6.155,中成药
002750.SZ,2024-04-15,6.42,6.25,6.58,6.09,6.77,-0.52,-7.6809,152092.0,95305.6,3.8144,8.6821,1.13,,,4.4989,20.3563,27.4346,0.0,,40050.0,39873.6,17517.8,250312.0,249210.0,6.155,中成药
002750.SZ,2024-04-16,6.06,5.63,6.19,5.63,6.25,-0.62,-9.92,121809.0,70311.9,3.0549,6.9534,0.86,,,4.0526,18.337,24.713,0.0,,40050.0,39873.6,17517.8,225482.0,224488.0,6.155,中成药
002750.SZ,2024-04-17,5.63,6.04,6.11,5.6,5.63,0.41,7.2824,110680.0,66088.4,2.7758,6.3181,0.76,,,4.3477,19.6723,26.5128,0.0,,40050.0,39873.6,17517.8,241902.0,240837.0,6.155,中成药
002750.SZ,2024-04-18,6.05,5.95,6.15,5.87,6.04,-0.09,-1.4901,85922.8,51452.5,2.1549,4.9049,0.66,,,4.2829,19.3792,26.1177,0.0,,40050.0,39873.6,17517.8,238298.0,237248.0,6.155,中成药
002750.SZ,2024-04-19,5.92,5.96,6.17,5.82,5.95,0.01,0.1681,82906.4,49634.0,2.0792,4.7327,0.71,,,4.2901,19.4118,26.1616,0.0,,40050.0,39873.6,17517.8,238698.0,237647.0,6.155,中成药
002750.SZ,2024-04-22,5.89,5.75,5.95,5.57,5.96,-0.21,-3.5235,89266.1,51165.4,2.2387,5.0957,0.81,,,4.139,18.7278,25.2398,0.0,,40050.0,39873.6,17517.8,230288.0,229273.0,6.155,中成药
002750.SZ,2024-04-23,5.56,5.64,5.75,5.56,5.75,-0.11,-1.913,91512.0,51751.7,2.2951,5.2239,0.93,,,4.0598,18.3695,24.7569,0.0,,40050.0,39873.6,17517.8,225882.0,224887.0,6.155,中成药
002750.SZ,2024-04-24,5.64,5.72,5.76,5.58,5.64,0.08,1.4184,59552.0,33940.7,1.4935,3.3995,0.65,,,4.1174,18.6301,25.1081,0.0,,40050.0,39873.6,17517.8,229086.0,228077.0,6.155,中成药
002750.SZ,2024-04-25,5.76,5.83,6.02,5.74,5.72,0.11,1.9231,81797.0,48179.4,2.0514,4.6694,1.0,,,4.1966,18.9884,25.5909,0.0,,40050.0,39873.6,17517.8,233492.0,232463.0,6.155,中成药
002750.SZ,2024-04-26,5.65,5.75,5.83,5.62,5.83,-0.08,-1.3722,108274.0,62058.9,2.7154,6.1808,1.34,,,4.139,18.7278,25.2398,0.0,,40050.0,39873.6,17517.8,230288.0,229273.0,6.155,中成药
002750.SZ,2024-04-29,5.62,5.87,5.93,5.55,5.75,0.12,2.087,123117.0,71664.3,3.0877,7.0281,1.43,,,4.2254,19.1187,25.7665,0.0,,40050.0,39873.6,17517.8,235094.0,234058.0,6.155,中成药
002750.SZ,2024-05-06,5.58,5.58,5.58,5.58,5.87,-0.29,-4.9404,1362.0,759.996,0.0342,0.0777,0.01,,,4.4044,25.7992,24.4354,0.0,,40050.0,39873.6,17517.8,223479.0,222495.0,6.155,中成药
